v1,State,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,numberofvotes,_merge,votePercent,electvotes,roundedElec
2000,Idaho,ID,16,82,63,US President,"Phillips, Howard",constitution party,FALSE,1469,501615,20171015,NA,4,matched (3),.0029285408,.011714163,0
2008,Idaho,ID,16,82,63,US President,"Obama, Barack H.",democrat,FALSE,236440,655122,20171015,NA,4,matched (3),.36090988,1.4436395,1
2000,Idaho,ID,16,82,63,US President,"Hagelin, John",natural law,FALSE,1177,501615,20171015,NA,4,matched (3),.0023464211,.0093856845,0
1996,Idaho,ID,16,82,63,US President,"Dole, Robert",republican,FALSE,256595,491711,20171015,NA,4,matched (3),.52184111,2.0873644,2
2008,Idaho,ID,16,82,63,US President,"Barr, Bob",libertarian,FALSE,3658,655122,20171015,NA,4,matched (3),.0055836928,.022334771,0
1980,Idaho,ID,16,82,63,US President,"Reagan, Ronald",republican,FALSE,290699,437431,20171015,NA,4,matched (3),.66455966,2.6582386,3
2004,Idaho,ID,16,82,63,US President,"Badnarik, Michael",libertarian,FALSE,3844,598376,20171015,NA,4,matched (3),.0064240545,.025696218,0
1984,Idaho,ID,16,82,63,US President,"Bergland, David",libertarian,FALSE,2823,411144,20171015,NA,4,matched (3),.0068662073,.027464829,0
2012,Idaho,ID,16,82,63,US President,"Romney, Mitt",republican,FALSE,420911,652274,20171015,NA,4,matched (3),.64529783,2.5811913,3
2012,Idaho,ID,16,82,63,US President,,independent,FALSE,6901,652274,20171015,NA,4,matched (3),.01057991,.042319641,0
1980,Idaho,ID,16,82,63,US President,"Carter, Jimmy",democrat,FALSE,110192,437431,20171015,NA,4,matched (3),.25190717,1.0076287,1
2016,Idaho,ID,16,82,63,US President,"Johnson, Gary",libertarian,FALSE,28331,690255,20171015,NA,4,matched (3),.04104425,.164177,0
2008,Idaho,ID,16,82,63,US President,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,4747,655122,20171015,NA,4,matched (3),.0072459788,.028983915,0
1976,Idaho,ID,16,82,63,US President,"Ford, Gerald",republican,FALSE,204151,340932,20171015,NA,4,matched (3),.59880269,2.3952107,2
1976,Idaho,ID,16,82,63,US President,"Macbride, Roger",libertarian,FALSE,3558,340932,20171015,NA,4,matched (3),.010436099,.041744396,0
1992,Idaho,ID,16,82,63,US President,"Marrou, Andre",libertarian,FALSE,1167,482114,20171015,NA,4,matched (3),.0024205893,.0096823573,0
2004,Idaho,ID,16,82,63,US President,"Nader, Ralph",independent,FALSE,1115,598376,20171015,NA,4,matched (3),.0018633768,.0074535073,0
2000,Idaho,ID,16,82,63,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7615,501615,20171015,NA,4,matched (3),.015180966,.060723864,0
2000,Idaho,ID,16,82,63,US President,"Bush, George W.",republican,FALSE,336937,501615,20171015,NA,4,matched (3),.67170441,2.6868176,3
2016,Idaho,ID,16,82,63,US President,"Trump, Donald J.",republican,FALSE,409055,690255,20171015,NA,4,matched (3),.59261435,2.3704574,2
2004,Idaho,ID,16,82,63,US President,"Bush, George W.",republican,FALSE,409235,598376,20171015,NA,4,matched (3),.68390948,2.7356379,3
1996,Idaho,ID,16,82,63,US President,"Hagelin, John",natural law,FALSE,1600,491711,20171015,NA,4,matched (3),.003253944,.013015776,0
2004,Idaho,ID,16,82,63,US President,"Peroutka, Michael",constitution party,FALSE,3084,598376,20171015,NA,4,matched (3),.0051539498,.020615799,0
2000,Idaho,ID,16,82,63,US President,"Nader, Ralph",green,TRUE,12292,501615,20171015,NA,4,matched (3),.02450485,.098019399,0
1988,Idaho,ID,16,82,63,US President,"Bush, George H.W.",republican,FALSE,253881,408968,20171015,NA,4,matched (3),.62078452,2.4831381,2
2004,Idaho,ID,16,82,63,US President,"Kerry, John",democrat,FALSE,181098,598376,20171015,NA,4,matched (3),.30264917,1.2105967,1
1988,Idaho,ID,16,82,63,US President,"Fulani, Lenora",independent,FALSE,2502,408968,20171015,NA,4,matched (3),.006117838,.024471352,0
1996,Idaho,ID,16,82,63,US President,"Phillips, Howard",u.s. taxpayers party,FALSE,2230,491711,20171015,NA,4,matched (3),.0045351842,.018140737,0
2012,Idaho,ID,16,82,63,US President,"Johnson, Gary",libertarian,FALSE,9453,652274,20171015,NA,4,matched (3),.014492376,.057969503,0
1988,Idaho,ID,16,82,63,US President,"Dukakis, Michael",democrat,FALSE,147272,408968,20171015,NA,4,matched (3),.36010641,1.4404256,1
2016,Idaho,ID,16,82,63,US President,"Castle, Darrell L.",constitution party,FALSE,2356,690255,20171015,NA,4,matched (3),.0034132313,.013652925,0
2012,Idaho,ID,16,82,63,US President,"Obama, Barack H.",democrat,FALSE,212787,652274,20171015,NA,4,matched (3),.32622334,1.3048934,1
2000,Idaho,ID,16,82,63,US President,"Gore, Al",democrat,FALSE,138637,501615,20171015,NA,4,matched (3),.27638128,1.1055251,1
1988,Idaho,ID,16,82,63,US President,"Paul, Ronald """"Ron""""",libertarian,FALSE,5313,408968,20171015,NA,4,matched (3),.012991237,.051964946,0
1976,Idaho,ID,16,82,63,US President,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,739,340932,20171015,NA,4,matched (3),.0021675876,.0086703505,0
1996,Idaho,ID,16,82,63,US President,"Browne, Harry",libertarian,FALSE,3325,491711,20171015,NA,4,matched (3),.0067621022,.027048409,0
1980,Idaho,ID,16,82,63,US President,"Anderson, John B.",independent,FALSE,27058,437431,20171015,NA,4,matched (3),.061856613,.24742645,0
1984,Idaho,ID,16,82,63,US President,"Mondale, Walter",democrat,FALSE,108510,411144,20171015,NA,4,matched (3),.26392213,1.0556885,1
2016,Idaho,ID,16,82,63,US President,"McMullin, Evan",independent,FALSE,60748,690255,20171015,NA,4,matched (3),.088008054,.35203221,0
1992,Idaho,ID,16,82,63,US President,"Perot, Ross",independent,FALSE,130395,482114,20171015,NA,4,matched (3),.27046508,1.0818603,1
2000,Idaho,ID,16,82,63,US President,"Browne, Harry",libertarian,FALSE,3488,501615,20171015,NA,4,matched (3),.0069535403,.027814161,0
1980,Idaho,ID,16,82,63,US President,"Rarick, John",american independent party,FALSE,1057,437431,20171015,NA,4,matched (3),.0024163811,.0096655246,0
1996,Idaho,ID,16,82,63,US President,"Clinton, Bill",democrat,FALSE,165443,491711,20171015,NA,4,matched (3),.3364639,1.3458556,1
1996,Idaho,ID,16,82,63,US President,"Perot, Ross",reform party,FALSE,62518,491711,20171015,NA,4,matched (3),.12714379,.50857514,1
1992,Idaho,ID,16,82,63,US President,"Gritz, James """"Bo""""",independent,FALSE,10894,482114,20171015,NA,4,matched (3),.022596315,.090385258,0
1988,Illinois,IL,17,33,21,US President,"Dukakis, Michael",democrat,FALSE,2215940,4559120,20171015,NA,20,matched (3),.48604554,9.720911,10
1992,Illinois,IL,17,33,21,US President,,,TRUE,22,5050157,20171015,NA,20,matched (3),4.3563000e-06,.000087125998,0
1988,Illinois,IL,17,33,21,US President,"Fulani, Lenora",solidarity,FALSE,10276,4559120,20171015,NA,20,matched (3),.0022539438,.045078877,0
1984,Illinois,IL,17,33,21,US President,"Johnson, Sonia",citizens,FALSE,2716,4819088,20171015,NA,20,matched (3),.00056359213,.011271843,0
1980,Illinois,IL,17,33,21,US President,"Clark, Edward """"Ed""""",libertarian,FALSE,38939,4749721,20171015,NA,20,matched (3),.0081981653,.1639633,0
2008,Illinois,IL,17,33,21,US President,"Obama, Barack H.",democrat,FALSE,3419348,5522371,20171015,NA,20,matched (3),.61918116,12.383623,12
1976,Illinois,IL,17,33,21,US President,"Carter, Jimmy",democrat,FALSE,2271295,4721282,20171015,NA,20,matched (3),.48107591,9.6215181,10
2004,Illinois,IL,17,33,21,US President,"Kerry, John",democrat,FALSE,2891550,5274322,20171015,NA,20,matched (3),.5482316,10.964632,11
2008,Illinois,IL,17,33,21,US President,"Barr, Bob",libertarian,FALSE,19642,5522371,20171015,NA,20,matched (3),.0035568057,.071136117,0
1996,Illinois,IL,17,33,21,US President,"Perot, Ross",reform party,FALSE,346408,4311391,20171015,NA,20,matched (3),.080347158,1.6069431,2
1988,Illinois,IL,17,33,21,US President,"Bush, George H.W.",republican,FALSE,2310939,4559120,20171015,NA,20,matched (3),.50688267,10.137653,10
2012,Illinois,IL,17,33,21,US President,"Obama, Barack H.",democrat,FALSE,3019512,5242014,20171015,NA,20,matched (3),.57602137,11.520428,12
2000,Illinois,IL,17,33,21,US President,"Browne, Harry",libertarian,FALSE,11623,4742108,20171015,NA,20,matched (3),.0024510196,.049020391,0
1988,Illinois,IL,17,33,21,US President,"Paul, Ronald """"Ron""""",libertarian,FALSE,14944,4559120,20171015,NA,20,matched (3),.0032778257,.065556511,0
2016,Illinois,IL,17,33,21,US President,"Stein, Jill",green,FALSE,76802,5536424,20171015,NA,20,matched (3),.013872131,.2774426,0
1980,Illinois,IL,17,33,21,US President,"Anderson, John B.",independent,FALSE,346754,4749721,20171015,NA,20,matched (3),.073005132,1.4601027,1
2008,Illinois,IL,17,33,21,US President,"McCain, John",republican,FALSE,2031179,5522371,20171015,NA,20,matched (3),.36780924,7.356185,7
1980,Illinois,IL,17,33,21,US President,"Hall, Gus",communist party use,FALSE,9711,4749721,20171015,NA,20,matched (3),.0020445411,.04089082,0
1984,Illinois,IL,17,33,21,US President,"Winn, Edward",workers league,FALSE,2632,4819088,20171015,NA,20,matched (3),.00054616143,.010923229,0
1976,Illinois,IL,17,33,21,US President,"Ford, Gerald",republican,FALSE,2364269,4721282,20171015,NA,20,matched (3),.50076842,10.015368,10
2012,Illinois,IL,17,33,21,US President,,,TRUE,835,5242014,20171015,NA,20,matched (3),.00015928992,.0031857984,0
1976,Illinois,IL,17,33,21,US President,"Camejo, Peter",socialist workers,FALSE,3615,4721282,20171015,NA,20,matched (3),.00076568185,.015313637,0
1996,Illinois,IL,17,33,21,US President,"Phillips, Howard",u.s. taxpayers party,FALSE,7606,4311391,20171015,NA,20,matched (3),.0017641638,.035283275,0
2000,Illinois,IL,17,33,21,US President,"Bush, George W.",republican,FALSE,2019421,4742108,20171015,NA,20,matched (3),.42584881,8.5169764,9
1980,Illinois,IL,17,33,21,US President,"Griswold, Deirdre",workers world,FALSE,2257,4749721,20171015,NA,20,matched (3),.00047518581,.0095037166,0
1980,Illinois,IL,17,33,21,US President,"Commoner, Barry",citizens,FALSE,10692,4749721,20171015,NA,20,matched (3),.0022510795,.04502159,0
2004,Illinois,IL,17,33,21,US President,"Badnarik, Michael",libertarian,FALSE,32442,5274322,20171015,NA,20,matched (3),.006150933,.12301866,0
2000,Illinois,IL,17,33,21,US President,"Nader, Ralph",green,FALSE,103759,4742108,20171015,NA,20,matched (3),.021880353,.43760705,0
1980,Illinois,IL,17,33,21,US President,"Reagan, Ronald",republican,FALSE,2358049,4749721,20171015,NA,20,matched (3),.49646053,9.9292107,10
2016,Illinois,IL,17,33,21,US President,"Trump, Donald J.",republican,FALSE,2146015,5536424,20171015,NA,20,matched (3),.38761753,7.7523508,8
2012,Illinois,IL,17,33,21,US President,"Johnson, Gary",libertarian,FALSE,56229,5242014,20171015,NA,20,matched (3),.010726603,.21453205,0
1992,Illinois,IL,17,33,21,US President,"Gritz, James """"Bo""""",populist,FALSE,3577,5050157,20171015,NA,20,matched (3),.0007082948,.014165896,0
2000,Illinois,IL,17,33,21,US President,"Gore, Al",democrat,FALSE,2589026,4742108,20171015,NA,20,matched (3),.54596519,10.919304,11
2008,Illinois,IL,17,33,21,US President,,,TRUE,11,5522371,20171015,NA,20,matched (3),1.9918980e-06,.00003983796,0
1976,Illinois,IL,17,33,21,US President,"Hall, Gus",communist party use,FALSE,9250,4721282,20171015,NA,20,matched (3),.0019592135,.039184272,0
1984,Illinois,IL,17,33,21,US President,"Hall, Gus",communist party use,FALSE,4672,4819088,20171015,NA,20,matched (3),.00096947805,.01938956,0
1976,Illinois,IL,17,33,21,US President,"Julius """"Jules"""", Levin",socialist labor,FALSE,2422,4721282,20171015,NA,20,matched (3),.00051299628,.010259925,0
1984,Illinois,IL,17,33,21,US President,"Reagan, Ronald",republican,FALSE,2707103,4819088,20171015,NA,20,matched (3),.56174594,11.234919,11
2016,Illinois,IL,17,33,21,US President,"Clinton, Hillary",democrat,FALSE,3090729,5536424,20171015,NA,20,matched (3),.55825365,11.165073,11
1996,Illinois,IL,17,33,21,US President,"Clinton, Bill",democrat,FALSE,2341744,4311391,20171015,NA,20,matched (3),.54315275,10.863055,11
1992,Illinois,IL,17,33,21,US President,"Warren, James """"Mac""""",socialist workers,FALSE,1361,5050157,20171015,NA,20,matched (3),.00026949658,.0053899316,0
2000,Illinois,IL,17,33,21,US President,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2127,4742108,20171015,NA,20,matched (3),.0004485347,.0089706937,0
2012,Illinois,IL,17,33,21,US President,"Romney, Mitt",republican,FALSE,2135216,5242014,20171015,NA,20,matched (3),.40732741,8.1465483,8
2000,Illinois,IL,17,33,21,US President,,,TRUE,46,4742108,20171015,NA,20,matched (3),9.7003276e-06,.00019400656,0
1988,Illinois,IL,17,33,21,US President,"Winn, Edward",independent,FALSE,7021,4559120,20171015,NA,20,matched (3),.0015399902,.030799804,0
2012,Illinois,IL,17,33,21,US President,"Stein, Jill",green,FALSE,30222,5242014,20171015,NA,20,matched (3),.0057653412,.11530682,0
1984,Illinois,IL,17,33,21,US President,"Bergland, David",libertarian,FALSE,10086,4819088,20171015,NA,20,matched (3),.0020929272,.041858546,0
1976,Illinois,IL,17,33,21,US President,"McCarthy, Eugene """"Gene""""",independent,FALSE,55939,4721282,20171015,NA,20,matched (3),.011848265,.2369653,0
2016,Illinois,IL,17,33,21,US President,,,TRUE,13282,5536424,20171015,NA,20,matched (3),.0023990215,.047980431,0
1992,Illinois,IL,17,33,21,US President,"Hagelin, John",natural law,FALSE,2751,5050157,20171015,NA,20,matched (3),.00054473552,.01089471,0
1976,Illinois,IL,17,33,21,US President,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,2018,4721282,20171015,NA,20,matched (3),.00042742628,.0085485252,0
1996,Illinois,IL,17,33,21,US President,"Browne, Harry",libertarian,FALSE,22548,4311391,20171015,NA,20,matched (3),.0052298666,.10459733,0
2008,Illinois,IL,17,33,21,US President,"McKinney, Cynthia",green,FALSE,11838,5522371,20171015,NA,20,matched (3),.0021436445,.042872891,0
1996,Illinois,IL,17,33,21,US President,"Dole, Robert",republican,FALSE,1587021,4311391,20171015,NA,20,matched (3),.36809954,7.3619909,7
1980,Illinois,IL,17,33,21,US President,"Carter, Jimmy",democrat,FALSE,1981413,4749721,20171015,NA,20,matched (3),.41716409,8.3432817,8
1980,Illinois,IL,17,33,21,US President,,,TRUE,604,4749721,20171015,NA,20,matched (3),.00012716536,.0025433071,0
2008,Illinois,IL,17,33,21,US President,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,8256,5522371,20171015,NA,20,matched (3),.00149501,.029900201,0
2000,Illinois,IL,17,33,21,US President,,independent,FALSE,16106,4742108,20171015,NA,20,matched (3),.0033963798,.067927599,0
2004,Illinois,IL,17,33,21,US President,Other,,TRUE,4384,5274322,20171015,NA,20,matched (3),.0008311969,.016623938,0
1996,Illinois,IL,17,33,21,US President,,,TRUE,1458,4311391,20171015,NA,20,matched (3),.00033817391,.0067634783,0
1992,Illinois,IL,17,33,21,US President,"Bush, George H.W.",republican,FALSE,1734096,5050157,20171015,NA,20,matched (3),.34337467,6.8674936,7
1992,Illinois,IL,17,33,21,US President,"Clinton, Bill",democrat,FALSE,2453350,5050157,20171015,NA,20,matched (3),.48579678,9.7159357,10
1984,Illinois,IL,17,33,21,US President,"Mondale, Walter",democrat,FALSE,2086499,4819088,20171015,NA,20,matched (3),.43296555,8.6593113,9
1976,Illinois,IL,17,33,21,US President,"Macbride, Roger",libertarian,FALSE,8057,4721282,20171015,NA,20,matched (3),.001706528,.034130558,0
1992,Illinois,IL,17,33,21,US President,"Fulani, Lenora",new alliance,FALSE,5267,5050157,20171015,NA,20,matched (3),.0010429379,.020858757,0
1992,Illinois,IL,17,33,21,US President,"Perot, Ross",independent,FALSE,840515,5050157,20171015,NA,20,matched (3),.16643344,3.3286688,3
1976,Illinois,IL,17,33,21,US President,,,TRUE,4417,4721282,20171015,NA,20,matched (3),.00093555095,.018711019,0
1984,Illinois,IL,17,33,21,US President,"Mason, Melvin",socialist workers,FALSE,2132,4819088,20171015,NA,20,matched (3),.00044240736,.0088481475,0
2016,Illinois,IL,17,33,21,US President,"Johnson, Gary",libertarian,FALSE,209596,5536424,20171015,NA,20,matched (3),.037857648,.75715297,1
2008,Illinois,IL,17,33,21,US President,,new,FALSE,1149,5522371,20171015,NA,20,matched (3),.0002080628,.0041612559,0
1980,Illinois,IL,17,33,21,US President,"Deberry, Clifton",socialist workers,FALSE,1302,4749721,20171015,NA,20,matched (3),.00027412135,.0054824268,0
2008,Illinois,IL,17,33,21,US President,"Nader, Ralph",independent,FALSE,30948,5522371,20171015,NA,20,matched (3),.0056041144,.11208229,0
1996,Illinois,IL,17,33,21,US President,"Hagelin, John",natural law,FALSE,4606,4311391,20171015,NA,20,matched (3),.0010683327,.021366654,0
2004,Illinois,IL,17,33,21,US President,"Bush, George W.",republican,FALSE,2345946,5274322,20171015,NA,20,matched (3),.44478628,8.8957253,9
1984,Illinois,IL,17,33,21,US President,"Serrette, Dennis",alliance,FALSE,2386,4819088,20171015,NA,20,matched (3),.00049511442,.0099022882,0
1984,Illinois,IL,17,33,21,US President,Other,,FALSE,862,4819088,20171015,NA,20,matched (3),.00017887203,.0035774405,0
1992,Illinois,IL,17,33,21,US President,"Marrou, Andre",libertarian,FALSE,9218,5050157,20171015,NA,20,matched (3),.0018252898,.036505796,0
1984,Indiana,IN,18,32,22,US President,"Reagan, Ronald",republican,FALSE,1377230,2233069,20171015,NA,11,matched (3),.61674315,6.7841744,7
1988,Indiana,IN,18,32,22,US President,"Dukakis, Michael",democrat,FALSE,860643,2168621,20171015,NA,11,matched (3),.39686188,4.3654809,4
1980,Indiana,IN,18,32,22,US President,"Reagan, Ronald",republican,FALSE,1255656,2242033,20171015,NA,11,matched (3),.56005239,6.1605763,6
1980,Indiana,IN,18,32,22,US President,"Hall, Gus",communist party use,FALSE,702,2242033,20171015,NA,11,matched (3),.00031310867,.0034441953,0
1996,Indiana,IN,18,32,22,US President,,,TRUE,1383,2135431,20171015,NA,11,matched (3),.00064764445,.0071240892,0
2016,Indiana,IN,18,32,22,US President,,independent,TRUE,718,2734958,20171015,NA,11,matched (3),.00026252688,.0028877957,0
1980,Indiana,IN,18,32,22,US President,"Clark, Edward """"Ed""""",libertarian,FALSE,19627,2242033,20171015,NA,11,matched (3),.0087541081,.096295193,0
2016,Indiana,IN,18,32,22,US President,"Castle, Darrell L.",constitution party,TRUE,1937,2734958,20171015,NA,11,matched (3),.00070823758,.0077906135,0
2012,Indiana,IN,18,32,22,US President,"Johnson, Gary",libertarian,FALSE,50111,2624534,20171015,NA,11,matched (3),.019093294,.21002623,0
1992,Indiana,IN,18,32,22,US President,"Perot, Ross",independent,FALSE,455934,2305871,20171015,NA,11,matched (3),.19772746,2.1750021,2
1992,Indiana,IN,18,32,22,US President,,,TRUE,1623,2305871,20171015,NA,11,matched (3),.00070385553,.007742411,0
1996,Indiana,IN,18,32,22,US President,"Clinton, Bill",democrat,FALSE,887424,2135431,20171015,NA,11,matched (3),.41557136,4.5712848,5
2016,Indiana,IN,18,32,22,US President,"Emidio """"Mimi"""", Soltysik",socialist party usa,TRUE,57,2734958,20171015,NA,11,matched (3),.000020841271,.00022925399,0
1992,Indiana,IN,18,32,22,US President,"Clinton, Bill",democrat,FALSE,848420,2305871,20171015,NA,11,matched (3),.36793905,4.0473294,4
2016,Indiana,IN,18,32,22,US President,"Trump, Donald J.",republican,FALSE,1557286,2734958,20171015,NA,11,matched (3),.56940031,6.2634034,6
2008,Indiana,IN,18,32,22,US President,"Nader, Ralph",independent,TRUE,909,2751054,20171015,NA,11,matched (3),.00033041881,.003634607,0
1988,Indiana,IN,18,32,22,US President,"Fulani, Lenora",new alliance,FALSE,10215,2168621,20171015,NA,11,matched (3),.0047103665,.051814031,0
2012,Indiana,IN,18,32,22,US President,,,TRUE,993,2624534,20171015,NA,11,matched (3),.00037835288,.0041618817,0
1980,Indiana,IN,18,32,22,US President,"Carter, Jimmy",democrat,FALSE,844197,2242033,20171015,NA,11,matched (3),.37653193,4.1418514,4
2000,Indiana,IN,18,32,22,US President,"Browne, Harry",libertarian,FALSE,15530,2199302,20171015,NA,11,matched (3),.0070613311,.077674642,0
2008,Indiana,IN,18,32,22,US President,"Obama, Barack H.",democrat,FALSE,1374039,2751054,20171015,NA,11,matched (3),.49945912,5.4940505,5
1984,Indiana,IN,18,32,22,US President,"Mondale, Walter",democrat,FALSE,841481,2233069,20171015,NA,11,matched (3),.37682715,4.1450987,4
1996,Indiana,IN,18,32,22,US President,"Browne, Harry",libertarian,FALSE,15632,2135431,20171015,NA,11,matched (3),.0073203021,.08052332,0
2016,Indiana,IN,18,32,22,US President,,green,TRUE,7841,2734958,20171015,NA,11,matched (3),.0028669545,.031536501,0
2000,Indiana,IN,18,32,22,US President,"Gore, Al",democrat,FALSE,901980,2199302,20171015,NA,11,matched (3),.41012102,4.5113311,5
2000,Indiana,IN,18,32,22,US President,"Buchanan, Patrick """"Pat""""",independent,FALSE,16959,2199302,20171015,NA,11,matched (3),.0077110827,.08482191,0
1996,Indiana,IN,18,32,22,US President,"Dole, Robert",republican,FALSE,1006693,2135431,20171015,NA,11,matched (3),.4714238,5.1856618,5
2004,Indiana,IN,18,32,22,US President,"Bush, George W.",republican,FALSE,1479438,2468002,20171015,NA,11,matched (3),.59944767,6.5939245,7
1984,Indiana,IN,18,32,22,US President,"Dennis, Delmar",american,FALSE,7617,2233069,20171015,NA,11,matched (3),.0034110008,.037521008,0
1988,Indiana,IN,18,32,22,US President,"Bush, George H.W.",republican,FALSE,1297763,2168621,20171015,NA,11,matched (3),.59842777,6.5827055,7
1980,Indiana,IN,18,32,22,US President,"Commoner, Barry",citizens,FALSE,4852,2242033,20171015,NA,11,matched (3),.0021641073,.023805181,0
1980,Indiana,IN,18,32,22,US President,"Anderson, John B.",independent,FALSE,111639,2242033,20171015,NA,11,matched (3),.049793646,.54773009,1
2000,Indiana,IN,18,32,22,US President,"Bush, George W.",republican,FALSE,1245836,2199302,20171015,NA,11,matched (3),.56646883,6.2311573,6
2012,Indiana,IN,18,32,22,US President,"Obama, Barack H.",democrat,FALSE,1152887,2624534,20171015,NA,11,matched (3),.43927303,4.8320031,5
2004,Indiana,IN,18,32,22,US President,"Badnarik, Michael",libertarian,FALSE,18058,2468002,20171015,NA,11,matched (3),.0073168497,.080485344,0
2016,Indiana,IN,18,32,22,US President,"Clinton, Hillary",democrat,FALSE,1033126,2734958,20171015,NA,11,matched (3),.3777484,4.1552324,4
1980,Indiana,IN,18,32,22,US President,"Greaves, Percy L, Jr.",american,FALSE,4750,2242033,20171015,NA,11,matched (3),.0021186129,.023304742,0
2000,Indiana,IN,18,32,22,US President,,,TRUE,18997,2199302,20171015,NA,11,matched (3),.0086377403,.095015146,0
2008,Indiana,IN,18,32,22,US President,"Barr, Bob",libertarian,FALSE,29257,2751054,20171015,NA,11,matched (3),.010634833,.11698316,0
1992,Indiana,IN,18,32,22,US President,"Marrou, Andre",libertarian,FALSE,7936,2305871,20171015,NA,11,matched (3),.0034416495,.037858143,0
1976,Indiana,IN,18,32,22,US President,"Camejo, Peter",socialist workers,FALSE,5695,2220362,20171015,NA,11,matched (3),.0025648971,.028213868,0
2008,Indiana,IN,18,32,22,US President,,,TRUE,1201,2751054,20171015,NA,11,matched (3),.00043655996,.0048021595,0
2016,Indiana,IN,18,32,22,US President,"Johnson, Gary",libertarian,FALSE,133993,2734958,20171015,NA,11,matched (3),.048992708,.53891981,1
2012,Indiana,IN,18,32,22,US President,"Romney, Mitt",republican,FALSE,1420543,2624534,20171015,NA,11,matched (3),.5412553,5.9538083,6
2008,Indiana,IN,18,32,22,US President,"McCain, John",republican,FALSE,1345648,2751054,20171015,NA,11,matched (3),.48913908,5.3805299,5
2004,Indiana,IN,18,32,22,US President,Other,,TRUE,1495,2468002,20171015,NA,11,matched (3),.00060575316,.0066632847,0
1992,Indiana,IN,18,32,22,US President,"Fulani, Lenora",new alliance,FALSE,2583,2305871,20171015,NA,11,matched (3),.0011201841,.012322025,0
1992,Indiana,IN,18,32,22,US President,"Bush, George H.W.",republican,FALSE,989375,2305871,20171015,NA,11,matched (3),.42906779,4.7197456,5
1980,Indiana,IN,18,32,22,US President,"Deberry, Clifton",socialist workers,FALSE,610,2242033,20171015,NA,11,matched (3),.00027207451,.0029928195,0
1984,Indiana,IN,18,32,22,US President,"Bergland, David",libertarian,FALSE,6741,2233069,20171015,NA,11,matched (3),.0030187154,.033205871,0
1976,Indiana,IN,18,32,22,US President,"Anderson, Thomas J.",american,FALSE,14048,2220362,20171015,NA,11,matched (3),.0063268961,.069595858,0
1976,Indiana,IN,18,32,22,US President,"Carter, Jimmy",democrat,FALSE,1014714,2220362,20171015,NA,11,matched (3),.45700386,5.0270424,5
1976,Indiana,IN,18,32,22,US President,"Ford, Gerald",republican,FALSE,1183958,2220362,20171015,NA,11,matched (3),.53322744,5.8655019,6
1996,Indiana,IN,18,32,22,US President,"Perot, Ross",reform party,FALSE,224299,2135431,20171015,NA,11,matched (3),.10503688,1.1554056,1
1976,Indiana,IN,18,32,22,US President,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,1947,2220362,20171015,NA,11,matched (3),.00087688403,.0096457247,0
2004,Indiana,IN,18,32,22,US President,"Kerry, John",democrat,FALSE,969011,2468002,20171015,NA,11,matched (3),.39262974,4.3189273,4
2012,Iowa,IA,19,42,31,US President,"Obama, Barack H.",democrat,FALSE,822544,1582180,20171015,NA,6,matched (3),.51988018,3.1192811,3
1996,Iowa,IA,19,42,31,US President,"Nader, Ralph",green,FALSE,6550,1234075,20171015,NA,6,matched (3),.005307619,.031845715,0
2016,Iowa,IA,19,42,31,US President,,,TRUE,17746,1565580,20171015,NA,6,matched (3),.011335096,.068010576,0
1992,Iowa,IA,19,42,31,US President,"Hagelin, John",natural law,FALSE,3079,1354607,20171015,NA,6,matched (3),.002272984,.013637904,0
1992,Iowa,IA,19,42,31,US President,"Herer, Jack",grassroots,FALSE,669,1354607,20171015,NA,6,matched (3),.00049387017,.0029632212,0
2004,Iowa,IA,19,42,31,US President,"Badnarik, Michael",libertarian,FALSE,2992,1506908,20171015,NA,6,matched (3),.0019855227,.011913136,0
1992,Iowa,IA,19,42,31,US President,Other,campaign for a new tomorrow,FALSE,212,1354607,20171015,NA,6,matched (3),.00015650295,.00093901774,0
1992,Iowa,IA,19,42,31,US President,"Marrou, Andre",libertarian,FALSE,1076,1354607,20171015,NA,6,matched (3),.0007943263,.0047659576,0
2000,Iowa,IA,19,42,31,US President,"Browne, Harry",libertarian,FALSE,3209,1353022,20171015,NA,6,matched (3),.002371728,.014230368,0
1976,Iowa,IA,19,42,31,US President,"Zeidler, Frank",socialist u.s.a.,FALSE,233,1279303,20171015,NA,6,matched (3),.00018213043,.0010927826,0
1992,Iowa,IA,19,42,31,US President,"Warren, James """"Mac""""",socialist workers,FALSE,273,1354607,20171015,NA,6,matched (3),.00020153447,.0012092068,0
1976,Iowa,IA,19,42,31,US President,"Larouche, Lyndon, Jr.",u.s. labor,FALSE,241,1279303,20171015,NA,6,matched (3),.00018838383,.0011303029,0
2012,Iowa,IA,19,42,31,US President,,,TRUE,7442,1582180,20171015,NA,6,matched (3),.0047036367,.02822182,0
1984,Iowa,IA,19,42,31,US President,"Baker, Gerald",big deal party,FALSE,892,1319805,20171015,NA,6,matched (3),.00067585742,.0040551443,0
